service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
2,1,1,1,1,1,0,0,20230205,20230429
3,0,0,0,0,0,1,0,20230205,20230429
4,0,0,0,0,0,0,1,20230205,20230429
30,0,0,0,0,0,0,0,20230205,20230429
8402,0,0,0,0,0,0,0,20230205,20230429
3602,0,0,0,0,0,0,0,20230205,20230429
3302,0,0,0,0,0,0,0,20230205,20230429
3303,0,0,0,0,0,0,0,20230205,20230429
