route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
02,2,1970906,Natural Science via Dundas,,1,95522,68522,0,0
02,2,1970888,Natural Science via Dundas,,1,95526,68520,0,0
02,2,1970907,Natural Science via Dundas,,1,95523,68522,0,0
02,2,1970889,Natural Science via Dundas,,1,95527,68520,0,0
02,2,1970908,Natural Science via Dundas,,1,95524,68522,0,0
02,2,1970890,Natural Science via Dundas,,1,93756,68520,0,0
02,2,1970909,Natural Science via Dundas,,1,95525,68522,0,0
02,2,1970891,Natural Science via Dundas,,1,95528,68520,0,0
02,2,1970910,Natural Science via Dundas,,1,95522,68522,0,0
02,2,1970892,Natural Science via Dundas,,1,95526,68520,0,0
02,2,1970911,Natural Science via Dundas,,1,95523,68522,0,0
02,2,1970893,Natural Science via Dundas,,1,95527,68520,0,0
02,2,1970912,Natural Science via Dundas,,1,95524,68522,0,0
02,2,1970894,Natural Science via Dundas,,1,93756,68520,0,0
02,2,1970913,Natural Science via Dundas,,1,95525,68522,0,0
02,2,1970895,Natural Science via Dundas,,1,95528,68520,0,0
02,2,1970914,Natural Science via Dundas,,1,95522,68522,0,0
02,2,1970896,Natural Science via Dundas,,1,95526,68520,0,0
02,2,1970915,Natural Science via Dundas,,1,95523,68522,0,0
02,2,1970898,Natural Science via Dundas,,1,95527,68520,0,0
02,2,1970917,Natural Science via Dundas,,1,95524,68522,0,0
02,2,1970897,Natural Science via Dundas,,1,93756,68520,0,0
02,2,1970916,Natural Science via Dundas,,1,95525,68522,0,0
02,2,1970899,Natural Science via Dundas,,1,95528,68520,0,0
02,2,1970918,Natural Science via Dundas,,1,95522,68522,0,0
02,2,1970900,Natural Science via Dundas,,1,95526,68520,0,0
02,2,1970919,Natural Science via Dundas,,1,95523,68522,0,0
02,2,1970920,Natural Science via Dundas,,1,95527,68520,0,0
02,2,1970924,Natural Science via Dundas,,1,95524,68522,0,0
02,2,1970921,Natural Science via Dundas,,1,93756,68520,0,0
02,2,1970925,Natural Science via Dundas,,1,95525,68522,0,0
02,2,1970922,Natural Science via Dundas,,1,95528,68520,0,0
02,2,1970926,Natural Science via Dundas,,1,95522,68522,0,0
02,2,1970923,Natural Science via Dundas,,1,95526,68520,0,0
02,2,1970927,Natural Science via Dundas,,1,95523,68522,0,0
02,8402,1970954,Natural Science via Dundas,,1,95511,68520,0,0
02,2,1970933,Natural Science via Dundas,,1,95524,68520,0,0
02,2,1970928,Natural Science via Dundas,,1,93756,68522,0,0
02,2,1970934,Natural Science via Dundas,,1,95525,68520,0,0
02,2,1970929,Natural Science via Dundas,,1,95528,68522,0,0
02,2,1970935,Natural Science via Dundas,,1,95522,68520,0,0
02,2,1970930,Natural Science via Dundas,,1,95526,68522,0,0
02,2,1970931,Natural Science via Dundas,,1,95523,68520,0,0
02,8402,1970955,Natural Science via Dundas,,1,95511,68522,0,0
02,2,1970936,Natural Science via Dundas,,1,95524,68522,0,0
02,2,1970932,Natural Science via Dundas,,1,93756,68520,0,0
02,2,1970940,Natural Science via Dundas,,1,95525,68522,0,0
02,2,1970943,Natural Science via Dundas,,1,95522,68520,0,0
02,2,1970948,Natural Science via Dundas,,1,95526,68522,0,0
02,2,1970947,Natural Science via Dundas,,1,95523,68520,0,0
02,2,1970937,Natural Science via Dundas,,1,95524,68522,0,0
02,2,1970944,Natural Science via Dundas,,1,95525,68520,0,0
02,2,1970938,Natural Science via Dundas,,1,95522,68522,0,0
02,2,1970942,Natural Science via Dundas,,1,95526,68520,0,0
02,2,1970941,Natural Science via Dundas,,1,95523,68522,0,0
02,2,1970945,Natural Science via Dundas,,1,95524,68520,0,0
02,2,1970939,Natural Science via Dundas,,1,95522,68522,0,0
02,2,1970946,Natural Science via Dundas,,1,95526,68520,0,0
03,2,1971859,,,0,93803,68530,0,0
03,2,1971860,Downtown via Hamilton,,0,93803,68531,0,0
03,2,1971861,Downtown via Hamilton,,0,93805,68531,0,0
03,2,1971862,Downtown via Hamilton,,0,93802,68531,0,0
03,2,1971863,Downtown via Hamilton,,0,93808,68531,0,0
03,2,1971864,Downtown via Hamilton,,0,93807,68531,0,0
03,2,1971865,Downtown via Hamilton,,0,93804,68531,0,0
03,2,1971866,Downtown via Hamilton,,0,93806,68531,0,0
03,2,1971867,Downtown via Hamilton,,0,93803,68531,0,0
03,2,1971868,Downtown via Hamilton,,0,93805,68531,0,0
03,2,1971869,Downtown via Hamilton,,0,93802,68531,0,0
03,2,1971870,Downtown via Hamilton,,0,93808,68531,0,0
03,2,1971871,Downtown via Hamilton,,0,93807,68531,0,0
03,2,1971872,Downtown via Hamilton,,0,93804,68531,0,0
03,2,1971873,Downtown via Hamilton,,0,93806,68531,0,0
03,2,1971874,Downtown via Hamilton,,0,93803,68531,0,0
03,2,1971875,Downtown via Hamilton,,0,93805,68531,0,0
03,8402,1971923,,,0,95511,69557,0,0
03,2,1971876,Downtown via Hamilton,,0,93802,68531,0,0
03,2,1971877,Downtown via Hamilton,,0,93808,68531,0,0
03,2,1971878,Downtown via Hamilton,,0,93807,68531,0,0
03,2,1971879,Downtown via Hamilton,,0,93804,68531,0,0
03,2,1971880,Downtown via Hamilton,,0,93806,68531,0,0
03,2,1971881,Downtown via Hamilton,,0,93803,68531,0,0
03,2,1971882,Downtown via Hamilton,,0,93805,68531,0,0
03,2,1971883,Downtown via Hamilton,,0,93802,68531,0,0
03,2,1971884,Downtown via Hamilton,,0,93805,68531,0,0
03,2,1971885,Downtown via Hamilton,,0,93804,68531,0,0
03,2,1971886,Downtown via Hamilton,,0,93803,68531,0,0
03,2,1971887,Downtown via Hamilton,,0,93802,68531,0,0
03,2,1971888,Downtown via Hamilton,,0,93802,68531,0,0
03,2,1971889,Downtown via Hamilton,,0,93802,68531,0,0
03,2,1971890,Argyle Mall via Hamilton,,1,93803,68535,0,0
03,2,1971921,,,1,93805,68533,0,0
03,2,1971891,Argyle Mall via Hamilton,,1,93803,68535,0,0
03,2,1971922,,,1,93802,68533,0,0
03,2,1971892,Argyle Mall via Hamilton,,1,93805,68535,0,0
03,2,1971893,Argyle Mall via Hamilton,,1,93802,68535,0,0
03,2,1971894,Argyle Mall via Hamilton,,1,93808,68535,0,0
03,2,1971895,Argyle Mall via Hamilton,,1,93807,68535,0,0
03,2,1971896,Argyle Mall via Hamilton,,1,93804,68535,0,0
03,2,1971897,Argyle Mall via Hamilton,,1,93806,68535,0,0
03,2,1971898,Argyle Mall via Hamilton,,1,93803,68535,0,0
03,2,1971899,Argyle Mall via Hamilton,,1,93805,68535,0,0
03,2,1971900,Argyle Mall via Hamilton,,1,93802,68535,0,0
03,2,1971901,Argyle Mall via Hamilton,,1,93808,68535,0,0
03,2,1971902,Argyle Mall via Hamilton,,1,93807,68535,0,0
03,2,1971903,Argyle Mall via Hamilton,,1,93804,68535,0,0
03,2,1971904,Argyle Mall via Hamilton,,1,93806,68535,0,0
